Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average
Nanaki,1,4,45,8,75,7.65,2.0,160.0,other,True,5.57,American West,Action Points,15.5,0.47,True
Zargos,2,6,120,12,140,6.32,2.73,292.0,other,False,5.55,Fantasy,Area Movement,39.0,0.48,True
Eco-Links,2,4,20,7,91,6.77,0.0,98.0,other,True,5.56,Animals,Pattern Building,21.0,0.93,True
World War II: Barbarossa 1941,2,2,60,10,84,7.05,3.6,244.0,Wargames,True,5.54,Miniatures,Dice Rolling,40.0,0.34,False
Keesdrow,2,6,60,8,121,6.43,1.77,290.0,Family Games,False,5.55,Word Game,Modular Board,5.0,0.42,True
Nuevo Mundo,2,5,90,12,66,7.46,2.2,91.0,other,True,5.55,Exploration,Area Majority / Influence,15.5,0.73,True
Star Fleet Battle Manual,2,8,90,12,71,7.15,2.0,181.0,other,True,5.56,Miniatures,Measurement Movement,35.0,0.39,True
Glik,2,4,30,10,128,6.24,2.0,147.0,Abstract Games,False,5.55,Abstract Strategy,Action Points,22.55,0.87,True
Palazzo Paletti,2,4,60,8,75,6.76,1.17,52.0,other,True,5.54,Action / Dexterity,Stacking and Balancing,110.0,1.44,False
Micro Rome,1,1,30,10,71,7.05,1.4,111.0,other,True,5.58,Ancient,Layering,15.5,0.64,True
Connections,1,4,20,8,119,6.34,1.82,187.0,Family Games,False,5.56,Abstract Strategy,Network and Route Building,5.0,0.64,True
Hippo,2,4,20,6,239,6.02,1.0,543.0,other,False,5.58,Animals,Dice Rolling,8.0,0.44,True
Tinco,3,6,20,10,113,6.82,1.33,209.0,other,True,5.56,Party Game,Hand Management,15.5,0.54,True
Conquerors,2,2,240,12,87,6.71,3.23,275.0,Wargames,True,5.55,Ancient,Dice Rolling,15.0,0.32,True
The Aztec Market,2,4,45,10,60,7.17,2.0,91.0,Abstract Games,True,5.55,Abstract Strategy,Commodity Speculation,26.0,0.66,True
18MS: The Railroads Come to Mississippi,2,4,0,0,83,6.74,3.33,28.0,other,True,5.68,Economic,Network and Route Building,60.0,2.96,True
The Last Crusade,2,2,120,10,104,6.63,2.63,223.0,Customizable Games,True,5.55,Card Game,Action Points,20.0,0.47,True
Glory II: Across the Rappahannock,1,2,360,12,135,6.4,2.76,573.0,Wargames,False,5.57,American Civil War,Chit-Pull System,27.5,0.24,True
Teomachia,2,4,30,10,222,6.22,3.06,386.0,other,False,5.53,Ancient,Auction/Bidding,35.0,0.58,False
Age of Muskets Volume I: Tomb for an Empire,2,6,6000,0,84,7.39,3.79,223.0,Wargames,True,5.55,Napoleonic,Action Points,50.0,0.38,True
Rory's Story Cubes: Score,1,10,20,6,108,6.53,0.0,609.0,other,True,5.55,Dice,Cooperative Game,4.08,0.18,True
The Three Days of Gettysburg (Second Edition),2,2,360,12,64,7.19,4.14,213.0,Wargames,True,5.55,American Civil War,Chit-Pull System,44.95,0.3,True
King Of The Hill: The Dwarf Throne,2,5,75,10,79,6.89,2.0,162.0,other,True,5.54,Fantasy,Betting and Bluffing,15.5,0.49,False
Count of Nine,1,1,20,12,96,6.7,2.0,273.0,other,True,5.57,Card Game,Hand Management,7.0,0.35,True
Der Clou: Roll & Heist,1,3,60,14,53,7.96,2.25,103.0,other,True,5.58,Dice,Cooperative Game,15.5,0.51,True
Race to the North Pole,2,4,45,7,289,6.01,1.88,704.0,other,False,5.56,Adventure,Grid Movement,45.95,0.41,True
Lumina,2,4,15,5,85,6.67,1.5,166.0,other,True,5.55,Adventure,Memory,15.0,0.51,True
Random Encounters,1,4,120,14,99,6.99,1.8,214.0,other,True,5.55,Adventure,Cooperative Game,25.0,0.46,True
Munchkin Harry Potter Deluxe,3,6,120,11,149,6.53,2.29,681.0,other,True,5.6,Card Game,Take That,10.0,0.22,True
Genji,2,6,45,10,400,5.84,2.0,805.0,Strategy Games,False,5.54,Card Game,Hand Management,12.95,0.5,False
Pleasant Hill: The Red River Campaign,2,2,300,12,95,6.74,3.19,477.0,Wargames,True,5.55,American Civil War,Hexagon Grid,15.0,0.2,True
The X-Files: Circle of Truth,2,2,0,0,87,6.61,1.0,362.0,other,True,5.57,Card Game,Melding and Splaying,5.0,0.24,True
Smash Monster Rampage!,1,5,30,8,113,6.5,2.17,428.0,other,True,5.55,Humor,Cooperative Game,25.49,0.26,True
1914: Glory's End,2,2,180,12,127,6.35,2.56,494.0,Wargames,False,5.55,Wargame,Dice Rolling,9.0,0.26,True
Encore,2,8,45,8,412,5.87,1.26,842.0,Party Games,False,5.55,Music,Singing,10.0,0.49,True
"Hastings, 1066",2,2,300,12,111,6.63,2.87,483.0,Wargames,True,5.55,Medieval,Dice Rolling,15.0,0.23,True
1985: Deadly Northern Lights,2,4,5000,0,36,8.99,4.63,155.0,Wargames,True,5.57,Modern Warfare,Dice Rolling,300.0,0.23,True
Im Zeichen des Kreuzes,2,5,90,10,286,5.92,2.22,536.0,other,False,5.55,Medieval,Area Movement,22.0,0.53,True
"La Bataille de France, 1940",2,2,120,0,78,7.29,3.46,264.0,Wargames,True,5.55,Wargame,Dice Rolling,49.95,0.3,True
Knights of the Dinner Table: HACK!,2,5,30,10,261,5.98,1.8,702.0,Thematic Games,False,5.54,Adventure,Modular Board,40.0,0.37,False
Mosquito Show,2,2,20,8,62,7.23,1.5,175.0,other,True,5.61,Abstract Strategy,Grid Movement,15.5,0.35,True
Eleminis,2,8,15,7,238,6.03,1.13,470.0,Family Games,False,5.56,Card Game,Hand Management,3.0,0.51,True
Wanzen tanzen,2,4,30,8,146,6.24,1.24,229.0,other,False,5.55,Animals,Dice Rolling,12.99,0.64,True
War of the Suns: The War of Resistance 1937-1945,2,4,1800,12,65,6.99,4.44,443.0,Wargames,True,5.55,Wargame,Dice Rolling,105.0,0.15,True
Pick 'N' Choose,2,8,30,14,129,6.37,1.0,342.0,other,False,5.55,Action / Dexterity,Acting,15.5,0.38,True
El Castillo del Terror,2,4,30,6,105,6.83,1.0,235.0,other,True,5.58,Children's Game,Hand Management,15.5,0.45,True
Wild West Exodus,2,4,0,0,56,7.81,3.0,139.0,Wargames,True,5.55,Fighting,Dice Rolling,15.5,0.4,True
Ni-Ju,2,2,45,10,55,7.51,3.0,93.0,Abstract Games,True,5.55,Abstract Strategy,Pattern Building,15.0,0.59,True
Stak Bots,2,6,10,7,172,6.27,1.6,311.0,Family Games,False,5.55,Card Game,Hand Management,3.0,0.55,True
1831,3,10,600,12,45,7.61,4.4,87.0,other,True,5.55,Trains,Network and Route Building,1700.0,0.52,True
Tales & Games: Little Red Riding Hood,1,5,20,7,367,5.9,1.23,1057.0,Children's Games,False,5.54,Bluffing,Cooperative Game,22.9,0.35,False
The Invasion of Russia (1812),2,2,960,0,56,7.5,2.75,249.0,Wargames,True,5.56,Napoleonic,Campaign / Battle Card Driven,35.99,0.22,True
Just in Time,2,4,40,8,85,6.67,2.33,110.0,other,True,5.55,Puzzle,Pattern Building,20.0,0.77,True
Start Player Express,2,99,1,8,108,6.45,1.14,296.0,other,True,5.55,Comic Book / Strip,Dice Rolling,10.0,0.36,True
Splatter SHOOT,2,4,60,12,87,7.35,2.0,237.0,other,True,5.55,Action / Dexterity,Area Movement,19.99,0.37,True
Sherlook,2,6,30,14,208,6.07,1.0,463.0,other,False,5.56,Memory,Auction/Bidding,8.0,0.45,True
Funkoverse Strategy Game: Jaws 100,2,2,60,10,47,8.21,0.0,346.0,other,True,5.61,Collectible Components,Action Points,8.0,0.14,True
Nomic,2,99,180,0,78,7.04,4.36,75.0,Strategy Games,True,5.55,Memory,Dice Rolling,15.5,1.04,True
Maus au Chocolat,2,6,30,8,228,5.97,1.3,400.0,Family Games,False,5.55,Card Game,Set Collection,8.9,0.57,True
Ambar,2,4,45,10,89,6.9,2.0,212.0,other,True,5.55,Card Game,Action Points,22.0,0.42,True
Dorasure,2,5,30,10,125,6.42,1.8,253.0,other,False,5.56,Adventure,Area Movement,40.0,0.49,True
Legends,2,4,60,9,111,6.43,2.0,217.0,other,False,5.55,Travel,Point to Point Movement,36.5,0.51,True
Rayguns and Rocketships,2,4,90,12,134,6.78,2.2,489.0,other,True,5.55,Fighting,Action Points,89.0,0.27,True
Minion Hunter,1,6,60,12,199,6.2,1.88,325.0,other,False,5.55,Horror,Action Points,35.0,0.61,True
Skybridge,2,4,20,7,286,5.92,1.93,497.0,Abstract Games,False,5.55,Abstract Strategy,Hand Management,10.0,0.58,True
Flick Wars,1,6,60,12,74,6.88,2.33,108.0,other,True,5.55,Action / Dexterity,Secret Unit Deployment,42.0,0.69,True
Meeple Party,1,5,45,13,69,7.19,2.0,199.0,other,True,5.55,Party Game,Cooperative Game,25.0,0.35,True
Shenandoah: Jackson's Valley Campaign,2,2,180,12,72,7.06,2.56,232.0,Wargames,True,5.55,American Civil War,Dice Rolling,45.99,0.31,True
"Oh, Fox!",2,4,20,8,110,6.59,1.6,164.0,other,True,5.56,Animals,Hidden Movement,20.0,0.67,True
Cabale,2,4,60,12,152,6.19,2.5,340.0,Abstract Games,False,5.55,Abstract Strategy,Not available,15.0,0.45,True
The Warp,1,4,180,12,50,8.94,3.14,11.0,other,True,5.73,Bluffing,Area Majority / Influence,40.0,4.55,True
"Borodino: Napoleon in Russia, 1812",2,2,210,0,70,7.16,2.3,217.0,Wargames,True,5.55,Napoleonic,Area Movement,54.95,0.32,True
Dragon Pets,2,4,35,8,118,6.51,2.0,251.0,other,True,5.56,Animals,Grid Movement,12.0,0.47,True
Haithabu,2,4,90,12,190,6.2,3.54,455.0,other,False,5.54,Economic,Pick-up and Deliver,35.0,0.42,False
Suez '56: Anglo French Intervention in Egypt,1,1,0,12,70,6.94,1.83,255.0,Wargames,True,5.57,Modern Warfare,Campaign / Battle Card Driven,5.0,0.27,True
White Bear & Red Moon,1,3,90,0,65,7.42,3.2,162.0,Wargames,True,5.56,Fantasy,Area Movement,70.0,0.4,True
Edenia,2,4,30,8,139,6.3,1.75,252.0,other,False,5.55,Racing,Tile Placement,20.0,0.55,True
Munchkin Collectible Card Game,2,2,40,10,148,6.31,2.67,463.0,other,False,5.55,Bluffing,Not available,5.0,0.32,True
To Take Washington: Jubal Early's Summer 1864 Campaign,1,6,3600,14,42,8.55,4.43,323.0,Wargames,True,5.58,American Civil War,Dice Rolling,75.0,0.13,True
Feuville,2,4,60,10,140,6.21,2.33,299.0,other,False,5.56,Dice,Dice Rolling,20.0,0.47,True
Decline and Fall of the Roman Empire,4,4,120,12,107,6.66,2.62,196.0,Wargames,True,5.55,Ancient,Hexagon Grid,38.0,0.55,True
MLB Showdown,2,2,40,8,255,6.19,1.94,440.0,other,False,5.56,Card Game,Dice Rolling,3.0,0.58,True
Marengo 1800,2,2,120,12,65,7.48,2.79,269.0,Wargames,True,5.55,Napoleonic,Hexagon Grid,5.0,0.24,True
VOR: The Maelstrom,2,10,90,12,84,6.9,2.83,190.0,Wargames,True,5.54,Adventure,Action Points,15.0,0.44,False
Stilicho: Last of the Romans,1,1,90,0,47,8.28,2.43,150.0,Wargames,True,5.64,Ancient,Campaign / Battle Card Driven,51.95,0.31,True
Hameln,3,5,60,12,311,5.84,2.88,471.0,Family Games,False,5.55,Animals,Variable Phase Order,60.0,0.66,True
Monopoly Express,2,4,20,8,868,5.68,1.13,1760.0,Family Games,False,5.55,Dice,Dice Rolling,6.0,0.49,True
The Sword and the Stars,1,5,240,12,134,6.31,3.05,485.0,Strategy Games,False,5.55,Civilization,Action Points,45.0,0.28,True
Relicblade: Adventure Battle Game,2,4,60,10,49,8.63,2.0,113.0,other,True,5.58,Adventure,Action Points,15.5,0.43,True
National Economy Mecenat,1,4,45,12,71,6.95,2.5,143.0,other,True,5.55,Card Game,Hand Management,15.5,0.5,True
Cherokee,2,4,30,10,254,5.93,1.83,365.0,other,False,5.55,American West,Hand Management,7.5,0.7,True
Sergeants Miniatures Game: Red Devils,2,6,0,10,44,7.88,3.25,148.0,Wargames,True,5.55,Miniatures,Campaign / Battle Card Driven,70.0,0.3,True
Landslide,2,4,90,9,221,6.17,1.43,421.0,other,False,5.55,Political,Auction/Bidding,50.0,0.52,True
Nothing Personal (Revised Edition),2,5,60,14,67,7.26,2.75,194.0,other,True,5.59,Mafia,Area Majority / Influence,30.0,0.35,True
Mini FITS,1,4,15,8,287,5.89,1.23,472.0,Family Games,False,5.55,Abstract Strategy,Pattern Building,8.99,0.61,True
Congo: Adventures in the Heart of Africa,2,4,240,10,43,8.59,0.0,82.0,other,True,5.56,Adventure,Dice Rolling,64.99,0.52,True
For The Win,2,2,10,8,482,5.77,1.84,1224.0,Abstract Games,False,5.55,Abstract Strategy,Action Points,19.0,0.39,True
Legends of Draxia,2,6,60,12,95,7.3,2.0,197.0,other,True,5.56,Card Game,Open Drafting,20.0,0.48,True
Catchphrase,2,4,60,10,178,6.19,1.0,441.0,other,False,5.56,Puzzle,Pattern Recognition,15.5,0.4,True
Antiquity Quest,2,8,90,10,71,6.93,1.0,212.0,other,True,5.59,Ancient,Hand Management,15.0,0.33,True
Wayfinder,1,4,45,0,112,6.63,2.84,147.0,Abstract Games,True,5.55,Abstract Strategy,Mancala,20.0,0.76,True
"Redvers' Reverse: The Battle of Colenso, 1899",1,1,240,12,65,7.48,3.13,244.0,Wargames,True,5.56,Post-Napoleonic,Area Majority / Influence,35.0,0.27,True
Funkoverse Strategy Game: Back to the Future 100 - Marty McFly & Doc Brown,2,2,60,10,43,8.08,0.0,346.0,other,True,5.61,Collectible Components,Action Points,5.0,0.12,True
Stage II,2,2,90,0,130,6.31,1.91,282.0,other,False,5.55,Party Game,Not available,10.0,0.46,True
Ancients I,1,2,90,12,116,6.31,1.9,248.0,Wargames,False,5.55,Ancient,Dice Rolling,65.0,0.47,True
Pigasus,2,8,20,7,79,6.8,0.0,150.0,other,True,5.54,Real-time,Pattern Recognition,15.0,0.53,False
Cosmic Kaboom,2,4,30,12,99,6.46,1.5,263.0,other,True,5.55,Action / Dexterity,Flicking,12.0,0.38,True
Danger 13,2,5,30,8,205,6.02,1.23,267.0,other,False,5.55,Card Game,Not available,11.9,0.77,True
Whitewater,2,6,60,8,228,5.98,1.54,576.0,other,False,5.55,Racing,Action Points,21.49,0.4,True
You Robot,4,10,20,6,242,5.97,1.25,548.0,Party Games,False,5.55,Card Game,Acting,8.99,0.44,True
6 nimmt! Brettspiel,2,6,25,8,88,6.67,1.0,141.0,other,True,5.6,Card Game,Hand Management,25.0,0.62,True
LED: Lógica - Estrategia - Deducción,2,4,45,10,57,7.44,2.0,76.0,other,True,5.55,Abstract Strategy,Hand Management,15.5,0.75,True
Pirate 21,2,6,15,14,169,6.33,1.33,469.0,other,False,5.56,Card Game,Betting and Bluffing,8.0,0.36,True
Ocean Labyrinth,2,4,30,7,90,6.76,1.17,221.0,other,True,5.56,Animals,Modular Board,1.0,0.41,True
Waldmeister,2,4,90,12,127,6.28,2.33,233.0,other,False,5.55,Environmental,Auction/Bidding,25.0,0.55,True
111: Alarm dla Warszawy,2,2,15,10,115,6.43,1.6,228.0,Wargames,False,5.55,Aviation / Flight,Dice Rolling,19.0,0.5,True
The Batman Who Laughs Rising,1,4,90,15,59,7.8,0.0,155.0,other,True,5.65,Card Game,Cooperative Game,25.0,0.38,True
Rogue Stars: Skirmish Wargaming in a Science Fiction Underworld,2,2,0,12,61,7.32,3.0,290.0,other,True,5.55,Book,Action Points,5.0,0.21,True
Rangers of Shadow Deep: Deluxe Edition,1,4,120,12,39,8.77,2.0,176.0,other,True,5.63,Adventure,Action Points,50.0,0.22,True
"Remember the Maine! The Spanish-American War, 1898",2,2,240,12,93,6.76,2.8,458.0,Wargames,True,5.55,Nautical,Area Movement,25.0,0.2,True
Outlaws: Last Man Standing,2,2,20,10,169,6.29,1.86,388.0,other,False,5.53,American West,Not available,21.0,0.44,False
Electronic Labyrinth,2,4,60,8,123,6.38,1.8,320.0,Family Games,False,5.55,Electronic,Modular Board,12.0,0.38,True
Title Bout 2,1,2,45,10,48,8.37,2.67,80.0,other,True,5.55,Sports,Simulation,40.0,0.6,True
Off Your Rocker,4,12,45,12,136,6.33,1.14,342.0,Party Games,False,5.54,Deduction,Acting,11.0,0.4,False
1940,2,2,120,12,117,6.43,2.38,348.0,Wargames,False,5.56,Wargame,Dice Rolling,14.0,0.34,True
Klickado,1,5,15,5,186,6.11,1.0,176.0,Children's Games,False,5.55,Action / Dexterity,Not available,29.9,1.06,True
Medina de Rioseco 1808,1,2,240,0,48,7.89,2.75,214.0,Wargames,True,5.55,Napoleonic,Chit-Pull System,4.88,0.22,True
Apocalypse: The Game of Nuclear Devastation,2,4,240,10,83,6.75,2.0,184.0,Wargames,True,5.55,Bluffing,Area Majority / Influence,10.0,0.45,True
Chez Cthulhu,2,5,60,12,370,5.89,1.63,1155.0,Party Games,False,5.54,Card Game,Set Collection,12.49,0.32,False
Pirates of the Spanish Main: Shuffling the Deck,2,4,30,8,217,6.01,1.58,466.0,other,False,5.55,Adventure,Hand Management,5.0,0.47,True
Downsize,2,6,40,10,140,6.48,1.43,316.0,other,True,5.54,Card Game,Hand Management,7.5,0.44,False
Scare It!,1,8,20,8,243,6.04,1.0,637.0,other,False,5.55,Animals,Rock-Paper-Scissors,5.0,0.38,True
Semper Fi!,2,2,240,15,85,6.93,3.43,341.0,Wargames,True,5.55,Korean War,Dice Rolling,22.0,0.25,True
Alice,2,4,40,10,79,6.83,1.75,197.0,other,True,5.55,Adventure,Open Drafting,19.95,0.4,True
Conan Collectible Card Game,2,9,30,12,110,7.02,2.72,172.0,Customizable Games,True,5.54,Adventure,Not available,12.0,0.64,False
France 1944: The Allied Crusade in Europe,1,2,360,12,171,6.19,3.03,680.0,Wargames,False,5.55,Wargame,Chit-Pull System,10.0,0.25,True
The Conquerors: Alexander the Great,2,2,240,12,189,6.1,2.84,701.0,Wargames,False,5.56,Ancient,Dice Rolling,25.0,0.27,True
Reign of Witches,2,2,20,0,45,7.57,2.0,275.0,other,True,5.66,Card Game,Hand Management,20.0,0.16,True
OrcQuest,2,6,45,14,190,6.71,2.0,398.0,other,True,5.55,Card Game,Hand Management,24.0,0.48,True
Obcy,2,7,60,0,139,6.46,2.13,154.0,Wargames,True,5.55,Adventure,Dice Rolling,15.5,0.9,True
7 Souls,1,6,40,8,76,7.07,2.25,221.0,other,True,5.56,Adventure,Action Queue,33.5,0.34,True
Lock 'n Load Tactical: Heroes in Defiance,2,2,240,12,41,8.44,4.25,183.0,Wargames,True,5.57,Wargame,Dice Rolling,75.0,0.22,True
I Am Spartacus!,2,2,180,12,124,6.45,2.5,542.0,Wargames,True,5.55,Ancient,Area Movement,22.95,0.23,True
Smokejumpers,1,1,90,12,92,6.6,2.33,276.0,Thematic Games,True,5.55,Not available,Enclosure,5.0,0.33,True
Thornwatch,3,6,180,13,137,6.48,2.33,695.0,other,True,5.55,Card Game,Modular Board,89.99,0.2,True
Storming the Reich: D-Day to the Ruhr,2,2,400,0,62,7.26,3.07,332.0,Wargames,True,5.55,Wargame,Dice Rolling,33.99,0.19,True
Burrows and Badgers: A Skirmish Game of Anthropomorphic Animals,2,2,120,0,39,8.38,3.0,116.0,other,True,5.56,Animals,Dice Rolling,5.0,0.34,True
Square Mile,2,4,60,12,111,6.56,2.15,241.0,other,True,5.55,City Building,Auction/Bidding,11.5,0.46,True
Up And Down,2,6,20,5,142,6.23,1.77,255.0,Children's Games,False,5.55,Animals,Memory,9.99,0.56,True
Goblins vs Zombies,1,3,15,7,116,6.39,2.0,267.0,other,False,5.54,Card Game,Cooperative Game,20.0,0.43,False
Road to Infamy,2,4,45,12,75,7.15,2.0,200.0,other,True,5.55,Card Game,Area Majority / Influence,12.0,0.38,True
Grind House,2,6,30,15,105,6.88,1.0,278.0,other,True,5.59,Card Game,Dice Rolling,50.0,0.38,True
Agropolis,1,4,20,8,40,7.92,0.0,250.0,other,True,6.46,Card Game,Closed Drafting,10.0,0.16,True
The Badger Deck,0,0,0,0,36,8.27,1.0,98.0,other,True,5.57,Card Game,Not available,25.0,0.37,True
Paul Koenig's The Bulge: 6th Panzer Army,2,2,180,13,57,7.18,2.46,206.0,Wargames,True,5.54,Wargame,Dice Rolling,16.99,0.28,False
Battleground Fantasy Warfare: Orc Army,2,2,60,12,62,7.15,3.0,372.0,Wargames,True,5.55,Card Game,Variable Phase Order,5.0,0.17,True
Roll Estate,1,5,40,8,64,7.24,1.5,125.0,other,True,5.57,City Building,Dice Rolling,15.5,0.51,True
Trenchzone,2,2,60,14,68,7.41,2.0,109.0,Wargames,True,5.55,Wargame,Area Movement,29.99,0.62,True
Kronia,2,5,45,14,125,6.38,1.3,389.0,other,False,5.55,Ancient,Auction/Bidding,13.0,0.32,True
Fubi,2,2,20,6,93,6.7,1.08,79.0,other,True,5.55,Action / Dexterity,Not available,39.9,1.18,True
Ligny & Wavre 1815: The Empire's Last Victories,2,2,0,0,35,8.26,4.0,161.0,Wargames,True,5.56,Napoleonic,Chit-Pull System,25.0,0.22,True
The Great War in the Near East,2,2,360,12,85,6.76,3.25,382.0,Wargames,True,5.55,Wargame,Hexagon Grid,22.5,0.22,True
"The Kaiser's War: World War I, 1918-19",1,2,240,12,56,7.28,2.67,302.0,Wargames,True,5.55,Wargame,Dice Rolling,24.95,0.19,True
Sturm Nach Osten,1,2,360,12,82,6.93,2.83,298.0,Wargames,True,5.55,Wargame,Dice Rolling,15.0,0.28,True
Embark,2,5,60,14,67,7.11,2.5,273.0,other,True,5.57,Not available,Area Majority / Influence,10.0,0.25,True
I Am the Fourth Wall,1,7,45,14,85,6.85,2.57,404.0,other,True,5.55,Card Game,Action Points,25.0,0.21,True
Turf Horse Racing,3,6,60,10,106,6.44,1.8,146.0,Family Games,True,5.55,Animals,Betting and Bluffing,25.99,0.73,True
"War in the Pacific: The Campaign Against Imperial Japan, 1941-45",1,6,360,12,84,7.06,4.77,337.0,Wargames,True,5.55,Nautical,Dice Rolling,400.0,0.25,True
Infection Express,1,2,20,8,145,6.23,1.7,294.0,other,False,5.54,Dice,Cooperative Game,5.0,0.49,False
Blend Off!,2,4,15,6,127,6.4,1.33,342.0,other,False,5.55,Dice,Dice Rolling,24.99,0.37,True
Drachen Wurf,2,6,30,8,290,5.89,1.19,453.0,Family Games,False,5.55,Dice,Dice Rolling,16.0,0.64,True
Schildi Schildkröte,2,4,5,4,111,6.36,1.14,199.0,Children's Games,False,5.55,Action / Dexterity,Not available,34.95,0.56,True
Tornado Rex,2,4,30,6,137,6.69,1.15,181.0,Children's Games,True,5.56,Action / Dexterity,Not available,34.95,0.76,True
Caravelas II,2,4,45,8,89,6.77,1.78,174.0,other,True,5.56,Adventure,Hexagon Grid,15.0,0.51,True
Rights,3,5,20,9,156,6.16,1.33,320.0,other,False,5.54,Card Game,Commodity Speculation,30.0,0.49,False
Isles of Terror,1,4,120,12,73,7.06,3.0,343.0,other,True,5.55,Adventure,Area Majority / Influence,220.0,0.21,True
Banned Books,1,1,30,12,92,6.58,2.0,446.0,other,True,5.55,Card Game,Action Points,14.0,0.21,True
Dicke Kartoffeln,2,6,120,12,155,6.21,3.43,355.0,Strategy Games,False,5.55,Economic,Commodity Speculation,32.0,0.44,True
Stonehenge,2,2,15,10,130,6.31,1.86,279.0,Abstract Games,False,5.55,Abstract Strategy,Area Majority / Influence,20.0,0.47,True
The Chosin Few,1,1,45,13,87,6.74,1.78,228.0,Wargames,True,5.55,Korean War,Action Points,20.0,0.38,True
La Grande Armée: The Campaigns of Napoleon in Central Europe,1,2,150,12,94,6.74,2.83,334.0,Wargames,True,5.56,Napoleonic,Dice Rolling,54.95,0.28,True
Combo Fighter: VS pack 2,2,4,15,12,52,7.33,0.0,177.0,other,True,5.56,Bluffing,Hand Management,15.0,0.29,True
キャットインザボックス (Cat in the box),3,4,45,10,46,7.62,2.0,53.0,other,True,5.93,Animals,Enclosure,25.0,0.87,True
The Age of Atlantis,1,4,90,14,55,7.74,3.0,95.0,other,True,5.97,Ancient,Area Movement,70.0,0.58,True
FBI,2,5,30,10,485,5.77,1.54,961.0,Family Games,False,5.55,Card Game,Set Collection,5.0,0.5,True
Les Aventuriers du Rail Express,2,4,30,8,56,7.45,1.5,161.0,other,True,5.58,Trains,Hand Management,40.0,0.35,True
Capital City,3,6,50,8,114,6.42,2.0,445.0,other,False,5.54,City Building,Auction/Bidding,15.0,0.26,False
Ghostbusters: Blackout,1,4,45,12,60,7.48,2.0,151.0,other,True,5.57,Dice,Cooperative Game,44.99,0.4,True
Operation Market Garden: Descent into Hell ,2,2,120,12,94,6.72,3.0,1408.5269452236823,other,True,5.55,Wargame,Dice Rolling,20.0,0.07,True
Tembo,2,4,20,8,155,6.19,1.5,344.0,other,False,5.55,Animals,Not available,12.0,0.45,True
Flames of War: Open Fire,2,0,0,0,65,7.13,2.75,206.0,Wargames,True,5.55,Fighting,Dice Rolling,10.0,0.32,True
Jerusalem,2,2,180,12,67,6.93,2.6,284.0,Wargames,True,5.56,Modern Warfare,Dice Rolling,20.0,0.24,True
Ninja Burger: Secret Ninja Death Touch Edition,3,6,30,12,159,6.29,1.85,456.0,other,False,5.55,Card Game,Dice Rolling,11.0,0.35,True
RoadKill,2,10,90,12,291,5.89,2.39,691.0,Strategy Games,False,5.55,Card Game,Campaign / Battle Card Driven,9.0,0.42,True
Chaparral,2,4,90,12,49,7.78,3.2,106.0,other,True,5.55,American West,Events,15.5,0.46,True
Tori,2,4,60,10,107,6.37,2.67,155.0,Family Games,False,5.55,Not available,Hand Management,15.5,0.69,True
Sponsio,3,4,45,10,124,6.54,2.0,257.0,other,True,5.55,Card Game,Betting and Bluffing,8.0,0.48,True
Xactika,2,10,45,12,476,5.78,1.98,1166.0,Family Games,False,5.55,Card Game,Trick-taking,4.0,0.41,True
"Caesar's War: The Conquest of Gaul, 58-52 BC",2,2,30,0,90,6.58,1.36,311.0,Wargames,True,5.55,Ancient,Point to Point Movement,10.95,0.29,True
"Kursk, South Flank: A Panzer Grenadier Game",2,2,60,0,44,7.76,3.0,162.0,Wargames,True,5.55,Wargame,Hexagon Grid,35.0,0.27,True
Guerra De Mitos II,2,6,20,10,70,7.71,2.2,103.0,Customizable Games,True,5.54,Card Game,"Deck, Bag, and Pool Building",15.5,0.68,False
Frag,2,6,30,10,1897,5.68,1.76,3108.0,Thematic Games,False,5.54,Fighting,Dice Rolling,10.0,0.61,False
Kaliko,1,4,90,8,90,6.58,2.3,209.0,Abstract Games,True,5.55,Abstract Strategy,Pattern Building,12.0,0.43,True
Dawn of the Dead,1,4,90,12,221,6.01,2.15,492.0,Thematic Games,False,5.55,Horror,Dice Rolling,60.0,0.45,True
Way of the Fighter: Turbo,2,4,50,0,53,7.41,3.5,211.0,other,True,5.54,Bluffing,Action Queue,39.0,0.25,False
HeroCard Orc Wars,2,2,90,13,147,6.24,2.39,403.0,other,False,5.54,Card Game,Modular Board,10.0,0.36,False
Red Parachutes: Soviet Airborne Assault Across the Dnepr,2,2,360,14,76,6.82,3.05,415.0,Wargames,True,5.55,Aviation / Flight,Dice Rolling,7.0,0.18,True
Schachen,2,2,30,6,52,7.38,2.22,100.0,other,True,5.55,Abstract Strategy,Grid Movement,14.0,0.52,True
The Transcontinental,1,4,150,13,53,7.52,3.2,56.0,other,True,5.81,Industry / Manufacturing,Area Majority / Influence,79.0,0.95,True
Secrets of the Lost Station,1,6,240,14,85,7.59,2.4,244.0,other,True,5.58,Adventure,Action Points,350.0,0.35,True
Flying Carpet,3,6,20,12,345,5.85,1.52,736.0,Family Games,False,5.54,Arabian,Action/Event,15.0,0.47,False
Lasalle,2,6,180,12,64,7.28,2.64,119.0,Wargames,True,5.55,Book,Dice Rolling,35.0,0.54,True
